"Word","Length","Freq_HAL","Pron","I_Mean_RT","I_NMG_Mean_RT"
"payoff","6","912","p""e.%Of","738.143","698.500"
"payroll","7","3,274","p""e.r%ol","624.706","636.923"
"pays","4","13,224","p""ez","612.455","559.963"
"pea","3","943","p""i","575.194","589.308"
"peace","5","40,408","p""is","661.758","629.440"
"peaceable","9","113","p""is.@.bl=","930.133","732.769"
"peaceful","8","5,918","p""is.fl=","684.290","694.240"
"peacefully","10","1,580","p""is.fl=.i","620.588","698.320"
"peacemaker","10","216","p""is.m%ek.@`","713.853","705.542"
"peacemaking","11","91","p""is.m%ek.IN","738.097","739.174"
"peacetime","9","293","p""is.t%aIm","786.667","710.800"
"peach","5","1,812","p""itS","555.500","616.435"
"peaches","7","713","p""itS.@z","620.647","603.545"
"peacock","7","969","p""i.k%Ak","686.000","676.731"
"peacocks","8","121","p""i.k%Aks","695.844","656.107"
"peafowl","7","15","p""i.f%aUl","812.750","975.263"
"peahen","6","8","""pi%hEn","#","1,157.500"
"peak","4","8,419","p""ik","594.829","645.950"
"peaked","6","649","p""ikt","694.452","589.640"
"peaks","5","2,550","p""iks","594.323","565.591"
"peaky","5","45","p""ik.i","746.208","581.000"
"peal","4","204","p""il","697.846","669.519"
"peals","5","49","p""ilz","735.519","669.630"
"peanut","6","2,138","p""i.n%Vt","763.719","695.462"
"peanuts","7","1,474","p""i.n%Vts","551.853","631.640"
"pear","4","971","p""Er","657.226","658.636"
"pearl","5","10,738","p""3`l","706.030","622.920"
"pearls","6","961","p""3`lz","594.857","640.440"
"pearly","6","317","p""3`l.i","758.640","763.208"
"pears","5","307","p""Erz","663.552","712.529"
"peas","4","1,457","p""iz","618.000","623.348"
"peasant","7","1,330","p""E.zn=t","708.727","675.538"
"peasanthood","11","0","p""E.zn=t.h%Ud","1,099.217","944.083"
"peasantry","9","183","p""E.zn=.tri","870.517","745.600"
"peasants","8","1,684","p""E.zn=ts","735.000","695.071"
"peashooter","10","4","p""i.S%u4.@`","1,030.000","776.958"
"peat","4","650","p""it","911.312","631.958"
"pebble","6","604","p""E.bl=","735.806","649.808"
"pebbles","7","662","p""E.bl=z","722.941","583.519"
"pebbly","6","18","p""E.bl=.i","1,147.067","750.875"
"pecan","5","179","pI.k""an","665.312","734.200"
"pecans","6","120","pI.k""anz","749.312","765.643"
"peck","4","1,067","p""Ek","612.061","578.077"
"pecked","6","67","p""Ekt","755.750","630.962"
"peckish","7","21","p""Ek.IS","839.100","689.040"
"pecks","5","65","p""Eks","718.516","617.714"
"pecs","4","354","p""Eks","886.789","635.280"
"pectin","6","124","p""Ek.tIn","1,078.778","833.696"
"pectoral","8","75","p""Ek.t@`.r@l","787.419","823.500"
"pectoralis","10","19","p%Ek.t@`.r""a.lIs","1,014.368","871.250"
"pectorals","9","63","p""Ek.t@`.r@lz","852.667","737.926"
"peculiar","8","2,956","pI.kj""u.lj@`","747.138","769.200"
"peculiarities","13","299","pI.kj%u.li.""ar.@.4iz","996.065","904.200"
"peculiarity","11","147","pI.kj%u.li.""ar.@.4i","949.345","950.857"
"peculiarly","10","176","pI.kj""u.lj@`.li","835.607","921.364"
"pedagogic","9","27","p%E.4@.g""A.dZIk","857.500","817.500"
"pedagogical","11","278","p%E.4@.g""A.dZIk.l=","1,115.556","893.000"
"pedagogue","9","16","p""E.4@.g%Ag","900.917","837.529"
"pedagogy","8","286","p""E.4@.g%o.dZi","1,029.333","872.714"
"pedal","5","3,243","p""E.4l=","619.000","657.964"
"pedals","6","2,237","p""E.4l=z","687.032","628.385"
"pedantic","8","910","p@.d""an4.Ik","825.667","844.273"
"peddle","6","392","p""E.4l=","742.222","628.741"
"peddled","7","109","p""E.4l=d","733.613","695.125"
"peddler","7","101","p""E.4l=.@`","675.719","645.519"
"peddlers","8","127","p""E.4l=.@`z","767.586","660.222"
"pedestal","8","626","p""E.4@.st@l","808.774","714.346"
"pedestrian","10","764","p@.d""E.stri@n","737.781","742.885"
"pedestrians","11","583","p@.d""E.stri@nz","766.765","762.120"
"pedicure","8","33","p""E.4I.kjUr","782.118","711.556"
"pedigree","8","858","p""E.4@.gri","742.588","690.148"
"pedigreed","9","58","p""E.4@.grid","900.292","815.708"
"pediment","8","9","p""E.4@.m@nt","798.958","719.520"
"Pedro","5","3,460","p""e.dro","774.903","717.231"
"pee","3","3,159","p""i","700.156","601.615"
"peed","4","411","p""id","739.867","682.120"
"peek","4","1,954","p""ik","588.500","580.542"
"peekaboo","8","64","""pik@%bu","789.621","679.786"
"peeked","6","347","p""ikt","666.939","609.000"
"peeking","7","417","p""ik.IN","638.970","620.808"
"peel","4","2,813","p""il","626.273","559.148"
"peeled","6","1,151","p""ild","695.200","641.074"
"peeler","6","127","p""il.@`","773.536","657.714"
"peeling","7","560","p""il.IN","678.710","668.769"
"peels","5","311","p""ilz","700.061","640.607"
"peep","4","622","p""ip","626.062","605.480"
"peeper","6","34","p""ip.@`","686.538","660.962"
"peephole","8","112","p""ip.h%ol","826.467","741.923"
"peeping","7","207","p""ip.IN","752.161","623.720"
"peer","4","4,088","p""Ir","638.438","615.679"
"peered","6","472","p""Ird","823.107","714.429"
"peering","7","474","p""Ir.IN","756.000","635.357"
"peerless","8","165","p""Ir.l@s","745.897","696.036"
"peers","5","2,695","p""Irz","670.781","622.714"
"peeve","5","847","p""iv","829.400","681.750"
"peevish","7","54","p""iv.IS","692.182","709.074"
"peg","3","1,350","p""Eg","610.400","567.423"
"pegboard","8","34","p""Eg.b%Ord","785.478","689.321"
"pegboards","9","6","p""Eg.b%Ordz","883.200","784.000"
"pegged","6","416","p""Egd","701.750","649.852"
"pegging","7","51","p""Eg.IN","745.833","650.615"
"pegs","4","577","p""Egz","709.606","621.731"
"pejorative","10","292","p@.dZ""O.r@.4Iv","786.077","979.000"
"Peking","6","447","pi.k""IN","908.643","716.300"
"pelican","7","1,136","p""E.l@.k@n","728.968","678.192"
"pellet","6","544","p""E.l@t","699.545","711.269"
"pellets","7","1,129","p""E.l@ts","741.786","674.731"
"pelt","4","387","p""Elt","735.773","602.036"
"pelting","7","57","p""Elt.IN","880.150","679.250"
"pelts","5","105","p""Elts","799.913","625.261"
"pelvic","6","541","p""El.vIk","760.182","651.923"
"pelvis","6","1,039","p""El.vIs","712.312","683.000"
"pen","3","7,902","p""En","610.882","542.929"
"penal","5","1,244","p""i.nl=","752.440","882.364"
"penalization","12","3","p%i.nl=.@z.""e.Sn=","924.621","941.640"
"penalize","8","421","p""i.nl=.aIz","761.242","748.308"
"penalized","9","791","p""i.nl=.aIzd","786.765","834.889"
"penalties","9","3,584","p""E.nl=.tiz","764.242","664.379"
"penalty","7","9,391","p""E.nl=.ti","657.176","629.000"
"penance","7","344","p""E.n@ns","700.850","771.783"
"pence","5","472","p""Ens","727.609","641.769"
"penchant","8","583","p""En.S@nt","711.389","760.389"
"pencil","6","3,021","p""En.sl=","639.500","608.679"
"penciled","8","114","p""En.sl=d","926.536","739.333"
"pencils","7","741","p""En.sl=z","614.697","641.115"
"pendant","7","536","p""En.4@nt","760.062","736.667"
"pendent","7","46","""pEnd@nt","753.667","710.926"
"pending","7","6,663","p""En4.IN","674.500","629.393"
"pendulous","9","89","p""En.dZu.l@s","901.250","828.182"
"pendulum","8","685","p""En.dZu.l@m","767.286","733.792"
"penetrable","10","11","p""E.n@.tr@.bl=","766.000","852.700"
"penetrate","9","1,864","p""E.n@.tret","794.118","647.000"
"penetrated","10","835","p""E.n@.tr%e4.@d","734.147","724.852"
"penetrating","11","967","p""E.n@.tr%e4.IN","842.759","765.148"
"penetration","11","2,314","p%E.n@.tr""e.Sn=","832.031","700.462"
"penguin","7","2,222","p""EN.gwIn","717.788","681.120"
"penicillin","10","349","p%E.n@.s""I.lIn","798.710","754.214"
"peninsula","9","3,232","p@.n""In.s@.l@","789.452","741.885"
"peninsular","10","62","p@.n""In.s@.l@`r","856.261","914.600"
"penis","5","11,136","p""i.nIs","653.303","767.792"
"penitence","9","27","p""E.nI.4@ns","970.000","813.077"
"penitent","8","78","p""E.nI.4@nt","935.381","915.000"
"penitentiary","12","169","p%E.nI.t""En.S@`.ri","1,091.200","886.611"
"penknife","8","21","p""En.n%aIf","912.438","876.308"
"penmanship","10","37","p""En.m@n.S%Ip","1,001.455","899.269"
"pennant","7","287","p""E.n@nt","752.633","773.960"
"pennants","8","107","p""E.n@nts","815.269","764.296"
"penned","6","465","p""End","730.750","682.760"
"pennies","7","1,362","p""E.niz","653.484","611.000"
"penniless","9","180","p""E.nI.l@s","734.433","833.292"
"Pennsylvania","12","11,217","p%En.sl=.v""e.nj@","868.188","661.000"
"penny","5","5,204","p""E.ni","589.242","578.778"
"Penny's","7","115","p""Eniz","656.794","611.462"
"pennyweight","11","7","p""E.ni.w%et","957.370","743.296"
"pens","4","1,814","p""Enz","580.188","600.037"
"Pensacola","9","498","%pEns@""kol@","940.783","836.500"
"pension","7","2,171","p""En.Sn=","677.969","696.538"
"pensioner","9","55","p""En.Sn=.@`","938.727","879.556"
"pensions","8","773","p""En.Sn=z","756.667","655.556"
"pensive","7","117","p""En.sIv","728.097","668.577"
"pentagon","8","2,011","p""En.4@.gAn","659.125","734.462"
"Pentagon's","10","96","p""En.4@.gAnz","752.273","701.808"
"pentagram","9","925","p""En.4@.gr%am","910.615","830.250"
"pentameter","10","29","pEn.t""a.m@.4@`","1,060.450","1,030.250"
"pentathlon","10","32","pEn""taTl@n","841.062","1,030.688"
"Pentecost","9","173","p""En.4@.k%Ost","783.600","785.920"
"Pentecostal","11","144","p%En.4@.k""Ost.l=","875.542","916.043"
"penthouse","9","1,038","p""Ent.haUs","700.941","692.720"
"penultimate","11","335","p@.n""Vl.t@.m@t","888.600","1,070.833"
"penurious","9","5","pI.nj""U.ri@s","721.000","852.200"
"peon","4","207","""pi@n","911.250","733.346"
"peonies","7","59","p""i@.niz","855.824","851.154"
"peony","5","39","p""i@.ni","675.231","910.857"
"people","6","768,168","p""i.pl=","540.853","573.600"
"peopled","7","58","p""i.pl=d","833.286","757.231"
"peoples","7","11,495","p""i.pl=z","619.724","596.071"
"people's","8","18,811","p""i.pl=z","640.545","568.889"
"pep","3","864","p""Ep","737.643","605.960"
"pepper","6","5,324","p""E.p@`","661.219","615.143"
"peppercorn","10","24","p""E.p@`.k%Orn","897.667","734.107"
"peppered","8","150","p""E.p@`d","809.788","683.600"
"peppermint","10","282","p""E.p@`.m%Int","799.938","726.808"
"peppermints","11","15","p""E.p@`.m%Ints","856.515","760.429"
"pepperoni","9","232","p%E.p@`.r""o.ni","850.618","682.107"
"peppery","7","27","p""E.p@`.i","818.640","789.333"
"peptic","6","59","p""Ep.tIk","887.818","759.957"
"peptide","7","585","p""Ep.taId","971.682","789.538"
"peptides","8","274","p""Ep.taIdz","841.950","843.667"
"per","3","119,422","p""3`","694.263","693.148"
"perceive","8","3,388","p@`.s""iv","698.618","646.042"
"perceived","9","4,894","p@`.s""ivd","728.273","693.037"
"perceives","9","667","p@`.s""ivz","869.444","768.909"
"perceiving","10","406","p@`.s""iv.IN","755.469","771.077"
"percent","7","25,919","p@`.s""Ent","659.559","649.074"
"percentage","10","13,238","p@`.s""En4.@dZ","696.667","754.741"
"percentages","11","1,665","p@`.s""En4.@dZ.@z","800.969","741.577"
"percentile","10","486","p@`.s""Ent.aIl","740.733","834.517"
"perceptible","11","228","p@`.s""Ept.@.bl=","837.323","716.600"
"perception","10","7,178","p@`.s""Ep.Sn=","703.152","741.296"
"perceptions","11","2,400","p@`.s""Ep.Sn=z","860.636","731.889"
"perceptive","10","578","p@`.s""Ept.Iv","731.273","772.778"
"perceptual","10","804","p@`.s""Ep.tSu@l","838.500","779.111"
"perch","5","769","p""3`tS","704.900","635.429"
"perchance","9","353","p@`.tS""ans","870.789","819.913"
"perched","7","508","p""3`tSt","801.464","636.037"
"percolate","9","52","p""3`.k@.let","915.474","858.150"
"percolation","11","34","p%3`.k@.l""e.Sn=","1,180.333","926.867"
"percolator","10","21","p""3`.k@.l%e4.@`","1,036.000","956.765"
"percussion","10","2,164","p@`.k""V.Sn=","819.296","698.296"
"percussionist","13","206","p@`.k""V.Sn=.Ist","1,009.304","1,007.318"
"percussive","10","211","p@`.k""V.sIv","810.842","1,041.550"
"peremptory","10","19","p@`.r""Emp.t@`.ri","1,182.444","911.375"
"perennial","9","675","p@`.r""E.ni@l","812.407","793.000"
"perfect","7","41,810","p""3`.fIkt","661.636","570.962"
"perfectability","14","1","p""3`.fIkt.@.b%Il.@.4i","1,075.621","844.545"
"perfected","9","832","p@`.f""Ekt.@d","688.629","698.643"
"perfectibility","14","0","p@`.f%Ekt.@.b""Il.@.4i","1,141.893","852.409"
"perfecting","10","242","p@`.f""Ekt.IN","837.688","708.462"
"perfection","10","2,782","p@`.f""Ek.Sn=","733.600","664.393"
"perfectionism","13","58","p@`.f""Ek.Sn=.%I.zm=","884.000","726.846"
"perfectionist","13","264","p@`.f""Ek.Sn=.Ist","855.485","789.964"
"perfectionists","14","46","p@`.f""Ek.Sn=.Ists","1,027.067","792.852"
"perfectly","9","21,653","p""3`.fIkt.li","685.969","621.370"
"perfidy","7","59","p""3`.fI.4i","927.167","1,047.500"
"perforate","9","23","p""3`.f@`.ret","907.400","937.087"
"perforated","10","265","p""3`.f@`.r%e4.@d","928.440","912.273"
"perforation","11","105","p%3`.f@`.r""e.Sn=","928.909","887.000"
"perforations","12","141","p%3`.f@`.r""e.Sn=z","992.150","1,069.292"
"perforce","8","102","p@`.f""Ors","736.000","901.111"
"perform","7","24,590","p@`.f""Orm","706.647","639.423"
"performance","11","73,651","p@`.f""Orm.@ns","752.406","691.077"
"performances","12","5,061","p@`.f""Orm.@ns.@z","777.971","725.464"
"performed","9","21,262","p@`.f""Ormd","739.030","642.962"
"performer","9","3,836","p@`.f""Orm.@`","703.636","629.893"
"performers","10","3,083","p@`.f""Orm.@`z","800.647","644.846"
"performing","10","9,704","p@`.f""Orm.IN","772.100","648.429"
"performs","8","4,616","p@`.f""Ormz","830.806","634.630"
"perfume","7","1,151","p""3`.fjum","658.406","586.560"
"perfumed","8","121","p@`.fj""umd","743.969","662.185"
"perfumery","9","9","p@`.fj""um.@`.ri","979.667","827.667"
"perfumes","8","191","p""3`.fjumz","689.938","685.480"
"perfunctorily","13","8","p@`.f""VNk.t@`.r@.li","1,065.182","855.500"
"perfunctory","11","111","p@`.f""VNk.t@`.ri","856.643","854.818"
"perfusion","9","57","p@`.fj""u.Zn=","954.810","772.286"
"perhaps","7","109,435","p@`.h""aps","578.818","594.038"
"peridontal","10","7","#","1,104.471","983.762"
"peril","5","1,048","p""E.r@l","738.259","668.360"
"perilous","8","314","p""E.r@l.@s","819.037","767.417"
"perilously","10","111","p""E.r@l.@s.li","923.862","792.524"
"perils","6","603","p""E.r@lz","824.519","695.423"
"perimeter","9","938","p@`.r""I.m@.4@`","775.871","806.167"
"period","6","53,751","p""I.ri@d","581.781","686.393"
"periodic","8","4,909","p%I.ri.""A4.Ik","822.516","758.630"
"periodical","10","942","p%I.ri.""A4.Ik.l=","736.871","835.778"
"periodically","12","5,095","p%I.ri.""A4.Ik.li","781.500","698.375"
"periodicals","11","2,212","p%I.ri.""A4.Ik.l=z","833.636","793.852"
"periodicity","11","93","p%I.ri@d.""Is.@.4i","924.962","923.000"
"periods","7","8,213","p""I.ri@dz","639.912","629.107"
"peripheral","10","3,038","p@`.r""I.f@`.r@l","776.719","752.524"
"periphery","9","451","p@`.r""I.f@`.ri","758.069","803.727"
"periscope","9","231","p""E.r@.sk%op","714.520","868.125"
"periscopes","10","14","p""E.r@.sk%ops","1,005.000","813.037"
"perish","6","1,128","p""E.rIS","638.594","629.269"
"perishable","10","132","p""E.rIS.@.bl=","785.452","678.231"
"perished","8","377","p""E.rISt","717.424","665.692"
"perishes","8","46","p""E.rIS.@z","793.419","718.444"
"perishing","9","39","p""E.rIS.IN","759.630","733.708"
"periwinkle","10","85","p""E.rI.w%IN.kl=","808.542","832.704"
"periwinkles","11","9","p""E.rI.w%IN.kl=z","966.542","836.240"
"perjure","7","30","p""3`.dZ@`","967.706","953.800"
"perjury","7","513","p""3`.dZ@`.i","742.680","778.600"
"perk","4","310","p""3`k","657.065","590.214"
"perky","5","353","p""3`k.i","652.000","625.679"
"perm","4","8,527","p""3`m","689.625","630.000"
"permafrost","10","48","p""3`.m@.fr%Ost","877.900","874.591"
"permanence","10","246","p""3`.m@.n@ns","937.207","758.308"
"permanent","9","30,755","p""3`.m@.n@nt","697.125","680.885"
"permanently","11","4,276","p""3`.m@.n@nt.li","770.000","738.538"
"permeability","12","188","p%3`.mi@.b""Il.@.4i","1,089.840","928.050"
"permeable","9","110","p""3`.mi@.bl=","854.484","754.160"
"permeate","8","162","p""3`.mi.et","868.240","815.375"
"permeated","9","235","p""3`.mi.%e4.@d","848.000","872.000"
"permeates","9","314","p""3`.mi.ets","998.318","787.217"
"permeation","10","32","p%3`.mi.""e.Sn=","1,031.300","985.737"
"permissibility","14","40","p@`.m%Is.@.b""Il.@.4i","1,109.786","945.722"
"permissible","11","1,154","p@`.m""Is.@.bl=","769.969","731.615"
"permission","10","25,434","p@`.m""I.Sn=","723.767","690.760"
"permissive","10","224","p@`.m""Is.Iv","785.355","781.083"
"permit","6","8,543","p""3`.mIt","663.743","640.250"
"permits","7","5,209","p""3`.mIts","690.086","653.036"
"permitted","9","6,594","p@`.m""I4.@d","673.242","667.643"
"permitting","10","1,454","p@`.m""I4.IN","727.485","687.500"
"permutation","11","348","p%3`.mj@t.""e.Sn=","1,003.045","953.522"
"permute","7","41","p@`.mj""ut","973.308","805.300"
"pernicious","10","350","p@`.n""I.S@s","776.294","889.000"
"peroxide","8","594","p@`.r""Ak.saId","895.656","690.320"
"perpendicular","13","1,273","p%3`.p@n.d""I.kj@.l@`","865.548","785.571"
"perpendicularly","15","22","p%3`.p@n.d""I.kj@.l@`.li","1,151.846","873.529"
"perpetrate","10","165","p""3`.p@.tret","969.000","854.000"
"perpetrated","11","1,237","p""3`.p@.tr%e4.@d","1,006.345","834.562"
"perpetration","12","41","p%3`.p@.tr""e.Sn=","814.500","900.000"
"perpetrator","11","798","p""3`.p@.tr%e4.@`","945.333","904.273"
"perpetual","9","1,916","p@`.p""E.tSu@l","706.000","692.320"
"perpetually","11","587","p@`.p""E.tSu@l.i","809.469","857.913"
"perpetuate","10","933","p@`.p""E.tSu.et","802.286","744.208"
"perpetuated","11","426","p@`.p""E.tSu.%e4.@d","904.818","911.476"
"perpetuating","12","561","p@`.p""E.tSu.%e4.IN","825.840","844.000"
"perpetuation","12","178","p@`.p%E.tSu.""e.Sn=","810.542","941.091"
"perplex","7","31","p@`.pl""Eks","708.000","635.643"
"perplexed","9","524","p@`.pl""Ekst","698.914","652.034"
"perplexing","10","218","p@`.pl""Eks.IN","787.182","645.778"
"perplexity","10","33","p@`.pl""Eks.@.4i","769.688","701.556"
"perquisite","10","8","p""3`.kwI.zIt","899.071","816.300"
"persecute","9","464","p""3`.s@.kjut","970.571","903.417"
"persecuted","10","1,342","p""3`.s@.kj%u4.@d","899.781","768.778"
"persecution","11","2,689","p%3`.s@.kj""u.Sn=","789.531","800.087"
"persecutor","10","52","p""3`.s@.kj%u4.@`","884.560","801.565"
"persecutory","11","7","p""3`.s@.kj%u4.@`.ri","1,019.273","1,189.333"
"perseverance","12","315","p%3`.s@.v""Ir.@ns","921.000","855.600"
"persevere","9","328","p%3`.s@.v""Ir","894.212","839.150"
"perseveres","10","12","p%3`.s@.v""Irz","855.517","1,010.692"
"Persia","6","752","p""3`.Z@","796.613","826.926"
"Persian","7","2,772","p""3`.Zn=","742.500","761.833"
"Persians","8","426","p""3`.Zn=z","748.000","757.185"
"persimmon","9","83","p@`.s""I.m@n","918.000","942.286"
"persimmons","10","26","p@`.s""I.m@nz","964.182","1,074.154"
"persist","7","1,573","p@`.s""Ist","674.375","719.444"
"persisted","9","643","p@`.s""Ist.@d","793.455","829.731"
"persistence","11","1,574","p@`.s""Ist.n=s","839.688","775.667"
"persistent","10","2,736","p@`.s""Ist.n=t","761.375","704.593"
"persistently","12","326","p@`.s""Ist.n=t.li","768.097","755.111"
"persisting","10","168","p@`.s""Ist.IN","787.441","759.500"
"persists","8","1,193","p@`.s""Ists","835.667","659.640"
"persnickety","11","31","p@`""snIkIti","1,091.300","960.294"
"person","6","167,439","p""3`.sn=","614.606","547.107"
"persona","7","2,742","p@`.s""o.n@","831.464","788.556"
